"Samples.DateAndTime","Samples.Site","Sites.Name","Samples.Location","Locations.Name","Samples.Sample","Samples.TakenBy","Laboratories.Name","Samples.LabRef","SampleDepths.DepthNo","SampleDepths.DepthTime","SampleDepths.Depth","SampleValues.Param","Params.Name","Params.Units","SampleValues.Val","SampleValues.Qualifier","SampleValues.Quality","Samples.Comments","SampleDepths.Comments","SampleValues.Comments","Params.BioKingdom","Params.BioPhylum","Params.BioClass","Params.BioOrder","Params.BioFamily","Params.BioGenus","Params.BioSpecies","Datasets"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,268.14,"Phosphorus as P - Total","mg/l",0.01,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Total Nutrients by Kjeldahl Digest and FIA","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,171.00,"Suspended Solids","mg/l",2.0,"<",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Solids, Total Suspended dried at 104 ± 3 °C","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,260.01,"Nitrite as N","mg/l",0.002,"<",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Dissolved Nutrients by FIA","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,260.02,"Nitrate as N","mg/l",0.002,"<",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Dissolved Nutrients by FIA","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,260.03,"Oxidised Nitrite + Nitrate - Total as N","mg/L",0.002,"<",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Dissolved Nutrients by FIA","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,260.04,"Ammonia as N","mg/l",0.005,"<",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Dissolved Nutrients by FIA","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,260.15,"Nitrogen - Total as N","mg/L",0.34,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Total Nutrients by Kjeldahl Digest and FIA","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,431.00,"Chlorophyll A (or Chlorophyll)","ug/L",1.1,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Chlorophyll a in Water","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,441.02,"Organic Carbon Non-Purgeable (NPOC Dis)","mg/l",4.5,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Carbon in water","","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,621.03,"Cyanobacteria (Anabaena sp.)","cells/mL",21.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Anabaena","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,621.07,"Cyanobacteria (Aphanothece sp. 1)","cells/mL",14.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Cyanobacteria","Cyanophyceae","Chroococcales","Cyanobacteriaceae","Aphanothece","Aphanothece sp. 1","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,621.40,"Cyanobacteria (Nodularia spumigena)","cells/mL",0.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Area 51","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,621.41,"Cyanobacteria (Anabaena bergii)","cells/mL",0.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Area 51","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,621.43,"Cyanobacteria (Borzia sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Area 51","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,621.99,"Cyanobacteria (Total Blue Green Algae)","cells/mL",38.2,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Area 51","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,622.01,"Bacillariophyta (Achnanthes sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthaceae","Achnanthes","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,622.02,"Bacillariophyta (Nitzschia sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,622.05,"Bacillariophyta (Navicula sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,622.06,"Bacillariophyta (Aulacoseira sp.)","cells/mL",220.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Bacillariophyta","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,622.08,"Bacillariophyta (Asterionella sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Bacillariophyta","Fragillariophyceae","Fragillariales","Fragillariaceae","Asterionella","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,622.09,"Bacillariophyta (Synedra sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Bacillariophyta","Fragillariophyceae","Fragillariales","Fragillariaceae","Synedra","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.01,"Cryptophyta (Chroomonas sp.)","cells/mL",150.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Cryptophyta","Cryptophyceae","Pyrenomonadales","Chroomonadaceae","Chroomonas","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.02,"Cryptophyta (Cryptomonas sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae","Cryptomonas","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.03,"Chrysophyta (Dinobryon sp.)","cells/mL",10.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chrysophyta","Chrysophyceae","Chromulinales","Dinobryaceae","Dinobryon","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.04,"Chlorophyta (Closterium sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Zygnematophyceae","Zygnematales","Closteriaceae","Closterium","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.10,"Chlorophyta (Mougeotia sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Zygnematophyceae","Zygnematales","Zygnemataceae","Mougeotia","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.12,"Chlorophyta (Chlamydomonas sp.)","cells/mL",10.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Chlorophyceae","Volvocales","Chlamydomadaceae","Chlamydomonas","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.15,"Chlorophyta (Dictyosphaerium sp.)","cells/mL",560.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Chlorophyceae","Chlorococcales","Dictyosphaeriaceae","Dictyosphaerium","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.18,"Chlorophyta (Pediastrum sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Area 51","","","","","","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.20,"Chlorophyta (Nephrocytium sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Chlorophyceae","Chlorococcales","Oocystaceae","Nephrocytium","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.21,"Chlorophyta (Oocystis sp.)","cells/mL",120.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Chlorophyceae","Chlorococcales","Oocystaceae","Oocystis","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.22,"Chlorophyta (Sphaerocystis sp.)","cells/mL",19.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Chlorophyceae","Tetrasporales","Palmellaceae","Sphaerocystis","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.25,"Chlorophyta (Paulschulzia sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporaceae","Paulschulzia","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.28,"Chlorophyta (Staurastrum sp.)","cells/mL",1.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Zygnematophyceae","Zygnematales","Desmidiaceae","Staurastrum","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
2015-01-28 11:20:30,462,"WOODS LAKE",5,"WHMS MIDDLE - IFC Mid",77029,"KM/WE/BP","Analytical Services","69044",1,2015-01-28 11:20:30,0.200000000,623.32,"Chlorophyta (Monoraphidium sp.)","cells /ml",130.0,"",4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03","Surface grab sample","Method: Algal Count in Fresh Water by Optical Microscopy","Protista","Chlorophyta","Chlorophyceae","Chlorococcales","Oocystaceae","Monoraphidium","","SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ
"
