Date and time,Dissolved Oxygen (DO %) (Percent Saturation),Quality,Interpolation type,Remarks
,,,,Disclaimer
,,,,Use of the information and data contained within this file is at your sole risk.
,,,,"The data is telemetered data, which is transmitted and published by automatic processes."
,,,,"The data is unchecked and may not be accurate, current or complete and it may contain errors."
,,,,Hydro Tasmania:
,,,,"  . makes no representations, either expressed or implied, as to the accuracy of the information and data contained in this file"
,,,,  . accepts no liability however arising for any loss resulting from the use of the information and data in this file or reliance placed on it; and
,,,,"  . makes no representations, either expressed or implied, as to the suitability of the said information and data for any particular purpose."
,,,,
,,,,Copyright 2014 Hydro Electric Corporation.
,,,,No part of this data may be copied to third parties without the
,,,,specific written consent of Hydro Tasmania.
,,,,Time-series interpolation types
,,,,"  InstVal = Instantaneous Value, linear interpolation between observations. For example continuous watercourse level."
,,,,  PrecVal = Preceeding period average value. For example daily avergae flow for the 1st day of Jan 2012 would have timestamp 02/01/2012 00:00
,,,,  PrecMax = Preceding period maximum value. For example maximum weekly watercourse discharge
,,,,  PrecMin = Preceding period minimum value. For example daily minimum temperature
,,,,  PrecTot = Preceding period total value. For example daily total rainfall for the 1st day of Jan 2012 would have date stamp 02/01/2012 00:00
,,,,"  InstTot = Instantaneous total, total value that ocurred at an event"
,,,,"  NoJoin  = Discontinuous value, collection occurs infrequently and interpolation or integration not possible"
,,,,"  SuccVal = Succeeding period Value, value holds until changed"
,,,,  PrecDir = Preceding period directional value.  For example wind direction
,,,,site = WOODS LAKE
,,,,location = WHMS W1 - IFC W1
,,,,latitude =  -42:04:52.1
,,,,longitude =  146:59:07.8
,,,,Property = Dissolved Oxygen (DO %)
28-10-2010 00:00,98.33542,unverified data,PrecVal,
29-10-2010 00:00,97.875,unverified data,PrecVal,
30-10-2010 00:00,98.26042,unverified data,PrecVal,
31-10-2010 00:00,98.41667,unverified data,PrecVal,
01-11-2010 00:00,97.61875,unverified data,PrecVal,
02-11-2010 00:00,96.53542,unverified data,PrecVal,
03-11-2010 00:00,96.64792,unverified data,PrecVal,
04-11-2010 00:00,96.54167,unverified data,PrecVal,
05-11-2010 00:00,97.65,unverified data,PrecVal,
06-11-2010 00:00,99.1875,unverified data,PrecVal,
07-11-2010 00:00,98.62917,unverified data,PrecVal,
08-11-2010 00:00,97.95,unverified data,PrecVal,
09-11-2010 00:00,97.64167,unverified data,PrecVal,
10-11-2010 00:00,98.64792,unverified data,PrecVal,
11-11-2010 00:00,97.44375,unverified data,PrecVal,
12-11-2010 00:00,97.18125,unverified data,PrecVal,
13-11-2010 00:00,96.86458,unverified data,PrecVal,
14-11-2010 00:00,97.01458,unverified data,PrecVal,
15-11-2010 00:00,96.36458,unverified data,PrecVal,
16-11-2010 00:00,96.46458,unverified data,PrecVal,
17-11-2010 00:00,96.22083,unverified data,PrecVal,
18-11-2010 00:00,96.825,unverified data,PrecVal,
19-11-2010 00:00,97.31042,unverified data,PrecVal,
20-11-2010 00:00,98.04583,unverified data,PrecVal,
21-11-2010 00:00,98.675,unverified data,PrecVal,
22-11-2010 00:00,99.64167,unverified data,PrecVal,
23-11-2010 00:00,99.64375,unverified data,PrecVal,
24-11-2010 00:00,99.41667,unverified data,PrecVal,
25-11-2010 00:00,98.61875,unverified data,PrecVal,
26-11-2010 00:00,97.75,unverified data,PrecVal,
27-11-2010 00:00,98.05417,unverified data,PrecVal,
28-11-2010 00:00,97.59583,unverified data,PrecVal,
29-11-2010 00:00,96.5125,unverified data,PrecVal,
30-11-2010 00:00,97.55417,unverified data,PrecVal,
01-12-2010 00:00,97.98542,unverified data,PrecVal,
02-12-2010 00:00,98.45,unverified data,PrecVal,
03-12-2010 00:00,97.97292,unverified data,PrecVal,
04-12-2010 00:00,98.04375,unverified data,PrecVal,
05-12-2010 00:00,98.42292,unverified data,PrecVal,
06-12-2010 00:00,97.73333,unverified data,PrecVal,
07-12-2010 00:00,97.65833,unverified data,PrecVal,
08-12-2010 00:00,97.05833,unverified data,PrecVal,
09-12-2010 00:00,96.19167,unverified data,PrecVal,
10-12-2010 00:00,96.38958,unverified data,PrecVal,
11-12-2010 00:00,96.06458,unverified data,PrecVal,
12-12-2010 00:00,95.36667,unverified data,PrecVal,
13-12-2010 00:00,95.44375,unverified data,PrecVal,
14-12-2010 00:00,96.43542,unverified data,PrecVal,
15-12-2010 00:00,97.55625,unverified data,PrecVal,
16-12-2010 00:00,96.69583,unverified data,PrecVal,
17-12-2010 00:00,96.43125,unverified data,PrecVal,
18-12-2010 00:00,95.88125,unverified data,PrecVal,
19-12-2010 00:00,95.875,unverified data,PrecVal,
20-12-2010 00:00,96.22708,unverified data,PrecVal,
21-12-2010 00:00,95.84375,unverified data,PrecVal,
22-12-2010 00:00,95.63542,unverified data,PrecVal,
23-12-2010 00:00,96.80417,unverified data,PrecVal,
24-12-2010 00:00,97.53542,unverified data,PrecVal,
25-12-2010 00:00,98.85417,unverified data,PrecVal,
26-12-2010 00:00,98.99167,unverified data,PrecVal,
27-12-2010 00:00,98.45417,unverified data,PrecVal,
28-12-2010 00:00,97.26458,unverified data,PrecVal,
29-12-2010 00:00,98.00625,unverified data,PrecVal,
30-12-2010 00:00,98.31458,unverified data,PrecVal,
31-12-2010 00:00,99.67292,unverified data,PrecVal,
01-01-2011 00:00,100.02917,unverified data,PrecVal,
02-01-2011 00:00,99.99583,unverified data,PrecVal,
03-01-2011 00:00,98.90833,unverified data,PrecVal,
04-01-2011 00:00,99.0625,unverified data,PrecVal,
05-01-2011 00:00,98.23333,unverified data,PrecVal,
06-01-2011 00:00,98.11875,unverified data,PrecVal,
07-01-2011 00:00,98.28333,unverified data,PrecVal,
08-01-2011 00:00,97.75208,unverified data,PrecVal,
09-01-2011 00:00,97.6875,unverified data,PrecVal,
10-01-2011 00:00,98.50625,unverified data,PrecVal,
11-01-2011 00:00,97.83125,unverified data,PrecVal,
12-01-2011 00:00,96.81042,unverified data,PrecVal,
13-01-2011 00:00,96.01042,unverified data,PrecVal,
14-01-2011 00:00,95.62083,unverified data,PrecVal,
15-01-2011 00:00,96.37917,unverified data,PrecVal,
16-01-2011 00:00,97.26667,unverified data,PrecVal,
17-01-2011 00:00,98.75833,unverified data,PrecVal,
18-01-2011 00:00,97.275,unverified data,PrecVal,
19-01-2011 00:00,95.94792,unverified data,PrecVal,
20-01-2011 00:00,97.325,unverified data,PrecVal,
21-01-2011 00:00,97.98542,unverified data,PrecVal,
22-01-2011 00:00,96.94375,unverified data,PrecVal,
23-01-2011 00:00,97.55833,unverified data,PrecVal,
24-01-2011 00:00,98.1875,unverified data,PrecVal,
25-01-2011 00:00,96.90417,unverified data,PrecVal,
26-01-2011 00:00,96.5,unverified data,PrecVal,
27-01-2011 00:00,97.05625,unverified data,PrecVal,
28-01-2011 00:00,98.06458,unverified data,PrecVal,
29-01-2011 00:00,98.1125,unverified data,PrecVal,
30-01-2011 00:00,98.95417,unverified data,PrecVal,
31-01-2011 00:00,99.06042,unverified data,PrecVal,
01-02-2011 00:00,97.9875,unverified data,PrecVal,
02-02-2011 00:00,96.47083,unverified data,PrecVal,
03-02-2011 00:00,95.80625,unverified data,PrecVal,
04-02-2011 00:00,96.80625,unverified data,PrecVal,
05-02-2011 00:00,97.19375,unverified data,PrecVal,
06-02-2011 00:00,96.99375,unverified data,PrecVal,
07-02-2011 00:00,96.65625,unverified data,PrecVal,
08-02-2011 00:00,96.99792,unverified data,PrecVal,
09-02-2011 00:00,97.58958,unverified data,PrecVal,
10-02-2011 00:00,99.04792,unverified data,PrecVal,
11-02-2011 00:00,98.63542,unverified data,PrecVal,
12-02-2011 00:00,97.52917,unverified data,PrecVal,
13-02-2011 00:00,97.12917,unverified data,PrecVal,
14-02-2011 00:00,98.23333,unverified data,PrecVal,
15-02-2011 00:00,99.6875,unverified data,PrecVal,
16-02-2011 00:00,101.00417,unverified data,PrecVal,
17-02-2011 00:00,101.20208,unverified data,PrecVal,
18-02-2011 00:00,99.71042,unverified data,PrecVal,
19-02-2011 00:00,99.13333,unverified data,PrecVal,
20-02-2011 00:00,97.5125,unverified data,PrecVal,
21-02-2011 00:00,96.28542,unverified data,PrecVal,
22-02-2011 00:00,95.34375,unverified data,PrecVal,
23-02-2011 00:00,96.11458,unverified data,PrecVal,
24-02-2011 00:00,97.97292,unverified data,PrecVal,
25-02-2011 00:00,98.35,unverified data,PrecVal,
26-02-2011 00:00,98.38125,unverified data,PrecVal,
27-02-2011 00:00,98.39167,unverified data,PrecVal,
28-02-2011 00:00,99.05208,unverified data,PrecVal,
01-03-2011 00:00,99.01875,unverified data,PrecVal,
02-03-2011 00:00,97.4375,unverified data,PrecVal,
03-03-2011 00:00,96.20208,unverified data,PrecVal,
04-03-2011 00:00,96.21875,unverified data,PrecVal,
05-03-2011 00:00,95.975,unverified data,PrecVal,
06-03-2011 00:00,96.34375,unverified data,PrecVal,
07-03-2011 00:00,97.63125,unverified data,PrecVal,
08-03-2011 00:00,98.54375,unverified data,PrecVal,
09-03-2011 00:00,98.925,unverified data,PrecVal,
10-03-2011 00:00,99.12083,unverified data,PrecVal,
11-03-2011 00:00,100.56667,unverified data,PrecVal,
12-03-2011 00:00,100.21458,unverified data,PrecVal,
13-03-2011 00:00,100.16875,unverified data,PrecVal,
14-03-2011 00:00,99.98125,unverified data,PrecVal,
15-03-2011 00:00,99.0875,unverified data,PrecVal,
16-03-2011 00:00,98.78333,unverified data,PrecVal,
17-03-2011 00:00,98.475,unverified data,PrecVal,
18-03-2011 00:00,98.65625,unverified data,PrecVal,
19-03-2011 00:00,98.59167,unverified data,PrecVal,
20-03-2011 00:00,98.64375,unverified data,PrecVal,
21-03-2011 00:00,98.07917,unverified data,PrecVal,
22-03-2011 00:00,98.21458,unverified data,PrecVal,
23-03-2011 00:00,97.15,unverified data,PrecVal,
24-03-2011 00:00,95.73958,unverified data,PrecVal,
25-03-2011 00:00,94.7875,unverified data,PrecVal,
26-03-2011 00:00,95.63958,unverified data,PrecVal,
27-03-2011 00:00,96.66667,unverified data,PrecVal,
28-03-2011 00:00,97.01458,unverified data,PrecVal,
29-03-2011 00:00,97.51875,unverified data,PrecVal,
30-03-2011 00:00,97.25833,unverified data,PrecVal,
31-03-2011 00:00,96.15833,unverified data,PrecVal,
01-04-2011 00:00,95.47292,unverified data,PrecVal,
02-04-2011 00:00,95.80208,unverified data,PrecVal,
03-04-2011 00:00,95.63125,unverified data,PrecVal,
04-04-2011 00:00,96.07292,unverified data,PrecVal,
05-04-2011 00:00,96.7375,unverified data,PrecVal,
06-04-2011 00:00,97.43333,unverified data,PrecVal,
07-04-2011 00:00,98.49583,unverified data,PrecVal,
08-04-2011 00:00,99.5875,unverified data,PrecVal,
09-04-2011 00:00,99.80625,unverified data,PrecVal,
10-04-2011 00:00,99.14792,unverified data,PrecVal,
11-04-2011 00:00,98.08958,unverified data,PrecVal,
12-04-2011 00:00,97,unverified data,PrecVal,
13-04-2011 00:00,96.11875,unverified data,PrecVal,
14-04-2011 00:00,95.58958,unverified data,PrecVal,
15-04-2011 00:00,95.83125,unverified data,PrecVal,
16-04-2011 00:00,96.50208,unverified data,PrecVal,
17-04-2011 00:00,96.69167,unverified data,PrecVal,
18-04-2011 00:00,97.24792,unverified data,PrecVal,
19-04-2011 00:00,96.93958,unverified data,PrecVal,
20-04-2011 00:00,97.30625,unverified data,PrecVal,
21-04-2011 00:00,98.21875,unverified data,PrecVal,
22-04-2011 00:00,97.72292,unverified data,PrecVal,
23-04-2011 00:00,96.71458,unverified data,PrecVal,
24-04-2011 00:00,96.16875,unverified data,PrecVal,
25-04-2011 00:00,96.79167,unverified data,PrecVal,
26-04-2011 00:00,97.03333,unverified data,PrecVal,
27-04-2011 00:00,97.30833,unverified data,PrecVal,
28-04-2011 00:00,98.025,unverified data,PrecVal,
29-04-2011 00:00,98.59792,unverified data,PrecVal,
30-04-2011 00:00,98.39792,unverified data,PrecVal,
01-05-2011 00:00,97.86458,unverified data,PrecVal,
02-05-2011 00:00,97.6375,unverified data,PrecVal,
03-05-2011 00:00,96.66458,unverified data,PrecVal,
04-05-2011 00:00,97.1,unverified data,PrecVal,
05-05-2011 00:00,96.45208,unverified data,PrecVal,
06-05-2011 00:00,96.08125,unverified data,PrecVal,
07-05-2011 00:00,96.16875,unverified data,PrecVal,
08-05-2011 00:00,96.39375,unverified data,PrecVal,
09-05-2011 00:00,96.55625,unverified data,PrecVal,
10-05-2011 00:00,96.22292,unverified data,PrecVal,
11-05-2011 00:00,96.10208,unverified data,PrecVal,
12-05-2011 00:00,95.88333,unverified data,PrecVal,
13-05-2011 00:00,95.1,unverified data,PrecVal,
14-05-2011 00:00,95.10625,unverified data,PrecVal,
15-05-2011 00:00,95.10833,unverified data,PrecVal,
16-05-2011 00:00,96.40208,unverified data,PrecVal,
17-05-2011 00:00,97.61667,unverified data,PrecVal,
18-05-2011 00:00,98.16875,unverified data,PrecVal,
19-05-2011 00:00,98.63958,unverified data,PrecVal,
20-05-2011 00:00,98.85625,unverified data,PrecVal,
21-05-2011 00:00,98.93333,unverified data,PrecVal,
22-05-2011 00:00,98.95625,unverified data,PrecVal,
23-05-2011 00:00,98.69375,unverified data,PrecVal,
24-05-2011 00:00,98.67083,unverified data,PrecVal,
25-05-2011 00:00,97.70208,unverified data,PrecVal,
26-05-2011 00:00,97.175,unverified data,PrecVal,
27-05-2011 00:00,97.10208,unverified data,PrecVal,
28-05-2011 00:00,97.20625,unverified data,PrecVal,
29-05-2011 00:00,96.98958,unverified data,PrecVal,
30-05-2011 00:00,96.8,unverified data,PrecVal,
31-05-2011 00:00,96.6125,unverified data,PrecVal,
01-06-2011 00:00,96.57708,unverified data,PrecVal,
02-06-2011 00:00,97.11042,unverified data,PrecVal,
03-06-2011 00:00,97.57083,unverified data,PrecVal,
04-06-2011 00:00,97.59167,unverified data,PrecVal,
05-06-2011 00:00,97.21458,unverified data,PrecVal,
06-06-2011 00:00,96.6625,unverified data,PrecVal,
07-06-2011 00:00,95.93333,unverified data,PrecVal,
08-06-2011 00:00,95.59792,unverified data,PrecVal,
09-06-2011 00:00,94.875,unverified data,PrecVal,
10-06-2011 00:00,95.64375,unverified data,PrecVal,
11-06-2011 00:00,96.55208,unverified data,PrecVal,
12-06-2011 00:00,97.27708,unverified data,PrecVal,
13-06-2011 00:00,97.39792,unverified data,PrecVal,
14-06-2011 00:00,97.24167,unverified data,PrecVal,
15-06-2011 00:00,97.05,unverified data,PrecVal,
16-06-2011 00:00,97.18125,unverified data,PrecVal,
17-06-2011 00:00,96.95625,unverified data,PrecVal,
18-06-2011 00:00,96.88958,unverified data,PrecVal,
19-06-2011 00:00,96.425,unverified data,PrecVal,
20-06-2011 00:00,96.07083,unverified data,PrecVal,
21-06-2011 00:00,96.15208,unverified data,PrecVal,
22-06-2011 00:00,95.98333,unverified data,PrecVal,
23-06-2011 00:00,95.32708,unverified data,PrecVal,
24-06-2011 00:00,95.64583,unverified data,PrecVal,
25-06-2011 00:00,96.58333,unverified data,PrecVal,
26-06-2011 00:00,97.01458,unverified data,PrecVal,
27-06-2011 00:00,97.0125,unverified data,PrecVal,
28-06-2011 00:00,97.00417,unverified data,PrecVal,
29-06-2011 00:00,96.84375,unverified data,PrecVal,
30-06-2011 00:00,97.04375,unverified data,PrecVal,
01-07-2011 00:00,97.59792,unverified data,PrecVal,
02-07-2011 00:00,97.18125,unverified data,PrecVal,
03-07-2011 00:00,97.36875,unverified data,PrecVal,
04-07-2011 00:00,97.61667,unverified data,PrecVal,
05-07-2011 00:00,97.11667,unverified data,PrecVal,
06-07-2011 00:00,95.57708,unverified data,PrecVal,
07-07-2011 00:00,94.62083,unverified data,PrecVal,
08-07-2011 00:00,94.59583,unverified data,PrecVal,
09-07-2011 00:00,95.44375,unverified data,PrecVal,
10-07-2011 00:00,96.1,unverified data,PrecVal,
11-07-2011 00:00,95.48542,unverified data,PrecVal,
12-07-2011 00:00,95.13125,unverified data,PrecVal,
13-07-2011 00:00,96.33125,unverified data,PrecVal,
14-07-2011 00:00,96.56042,unverified data,PrecVal,
15-07-2011 00:00,96.48333,unverified data,PrecVal,
16-07-2011 00:00,96.74583,unverified data,PrecVal,
17-07-2011 00:00,96.575,unverified data,PrecVal,
18-07-2011 00:00,97.39792,unverified data,PrecVal,
19-07-2011 00:00,97.90417,unverified data,PrecVal,
20-07-2011 00:00,98.16875,unverified data,PrecVal,
21-07-2011 00:00,98.10417,unverified data,PrecVal,
22-07-2011 00:00,98.13542,unverified data,PrecVal,
23-07-2011 00:00,98.01667,unverified data,PrecVal,
24-07-2011 00:00,98.30833,unverified data,PrecVal,
25-07-2011 00:00,97.8875,unverified data,PrecVal,
26-07-2011 00:00,98.43958,unverified data,PrecVal,
27-07-2011 00:00,98.49167,unverified data,PrecVal,
28-07-2011 00:00,98.51042,unverified data,PrecVal,
29-07-2011 00:00,99.30625,unverified data,PrecVal,
30-07-2011 00:00,99.34792,unverified data,PrecVal,
31-07-2011 00:00,99.34583,unverified data,PrecVal,
01-08-2011 00:00,99.25417,unverified data,PrecVal,
02-08-2011 00:00,99.54583,unverified data,PrecVal,
03-08-2011 00:00,99.14375,unverified data,PrecVal,
04-08-2011 00:00,99.06667,unverified data,PrecVal,
05-08-2011 00:00,99.30208,unverified data,PrecVal,
06-08-2011 00:00,99.35417,unverified data,PrecVal,
07-08-2011 00:00,99.56875,unverified data,PrecVal,
08-08-2011 00:00,99.06042,unverified data,PrecVal,
09-08-2011 00:00,98.41667,unverified data,PrecVal,
10-08-2011 00:00,98.32292,unverified data,PrecVal,
11-08-2011 00:00,98.41667,unverified data,PrecVal,
12-08-2011 00:00,99.01875,unverified data,PrecVal,
13-08-2011 00:00,99.3125,unverified data,PrecVal,
14-08-2011 00:00,99.92083,unverified data,PrecVal,
15-08-2011 00:00,98.75208,unverified data,PrecVal,
16-08-2011 00:00,98.3625,unverified data,PrecVal,
17-08-2011 00:00,98.47083,unverified data,PrecVal,
18-08-2011 00:00,98.41458,unverified data,PrecVal,
19-08-2011 00:00,98.07708,unverified data,PrecVal,
20-08-2011 00:00,98.50417,unverified data,PrecVal,
21-08-2011 00:00,99.46875,unverified data,PrecVal,
22-08-2011 00:00,99.60833,unverified data,PrecVal,
23-08-2011 00:00,99.175,unverified data,PrecVal,
24-08-2011 00:00,98.75833,unverified data,PrecVal,
25-08-2011 00:00,98.6,unverified data,PrecVal,
26-08-2011 00:00,98.3875,unverified data,PrecVal,
27-08-2011 00:00,97.65417,unverified data,PrecVal,
28-08-2011 00:00,97.2375,unverified data,PrecVal,
29-08-2011 00:00,97.53125,unverified data,PrecVal,
30-08-2011 00:00,96.8,unverified data,PrecVal,
31-08-2011 00:00,96.5875,unverified data,PrecVal,
01-09-2011 00:00,96.59792,unverified data,PrecVal,
02-09-2011 00:00,97.01667,unverified data,PrecVal,
03-09-2011 00:00,97.52083,unverified data,PrecVal,
04-09-2011 00:00,98.20833,unverified data,PrecVal,
05-09-2011 00:00,98.47083,unverified data,PrecVal,
06-09-2011 00:00,98.575,unverified data,PrecVal,
07-09-2011 00:00,97.82083,unverified data,PrecVal,
08-09-2011 00:00,97.26875,unverified data,PrecVal,
09-09-2011 00:00,97.31042,unverified data,PrecVal,
10-09-2011 00:00,97.1375,unverified data,PrecVal,
11-09-2011 00:00,96.71667,unverified data,PrecVal,
12-09-2011 00:00,96.84375,unverified data,PrecVal,
13-09-2011 00:00,96.95208,unverified data,PrecVal,
14-09-2011 00:00,98.26667,unverified data,PrecVal,
15-09-2011 00:00,98.59375,unverified data,PrecVal,
16-09-2011 00:00,98.16667,unverified data,PrecVal,
17-09-2011 00:00,98.45,unverified data,PrecVal,
18-09-2011 00:00,98.36667,unverified data,PrecVal,
19-09-2011 00:00,99.24167,unverified data,PrecVal,
20-09-2011 00:00,98.70833,unverified data,PrecVal,
21-09-2011 00:00,98.28125,unverified data,PrecVal,
22-09-2011 00:00,98.5625,unverified data,PrecVal,
23-09-2011 00:00,98.83333,unverified data,PrecVal,
24-09-2011 00:00,97.7,unverified data,PrecVal,
25-09-2011 00:00,97.69167,unverified data,PrecVal,
26-09-2011 00:00,98.18958,unverified data,PrecVal,
27-09-2011 00:00,98.1,unverified data,PrecVal,
28-09-2011 00:00,97.96042,unverified data,PrecVal,
29-09-2011 00:00,97.7125,unverified data,PrecVal,
30-09-2011 00:00,97.34792,unverified data,PrecVal,
01-10-2011 00:00,96.17917,unverified data,PrecVal,
02-10-2011 00:00,96.03542,unverified data,PrecVal,
03-10-2011 00:00,96.95625,unverified data,PrecVal,
04-10-2011 00:00,98.47083,unverified data,PrecVal,
05-10-2011 00:00,99.46875,unverified data,PrecVal,
06-10-2011 00:00,99.56875,unverified data,PrecVal,
07-10-2011 00:00,100.35208,unverified data,PrecVal,
08-10-2011 00:00,100.20833,unverified data,PrecVal,
09-10-2011 00:00,100.08333,unverified data,PrecVal,
10-10-2011 00:00,98.23333,unverified data,PrecVal,
11-10-2011 00:00,97.25,unverified data,PrecVal,
12-10-2011 00:00,96.98958,unverified data,PrecVal,
13-10-2011 00:00,97.5,unverified data,PrecVal,
14-10-2011 00:00,98.73542,unverified data,PrecVal,
15-10-2011 00:00,99.82083,unverified data,PrecVal,
16-10-2011 00:00,99.64167,unverified data,PrecVal,
17-10-2011 00:00,98.96042,unverified data,PrecVal,
18-10-2011 00:00,99.30208,unverified data,PrecVal,
19-10-2011 00:00,100.44375,unverified data,PrecVal,
20-10-2011 00:00,101.83125,unverified data,PrecVal,
21-10-2011 00:00,102.275,unverified data,PrecVal,
22-10-2011 00:00,102.84375,unverified data,PrecVal,
23-10-2011 00:00,103.30833,unverified data,PrecVal,
24-10-2011 00:00,104.30833,unverified data,PrecVal,
25-10-2011 00:00,101.04583,unverified data,PrecVal,
26-10-2011 00:00,100.03125,unverified data,PrecVal,
27-10-2011 00:00,100.62292,unverified data,PrecVal,
28-10-2011 00:00,100.42917,unverified data,PrecVal,
29-10-2011 00:00,100.16667,unverified data,PrecVal,
30-10-2011 00:00,99.53333,unverified data,PrecVal,
31-10-2011 00:00,98.44583,unverified data,PrecVal,
01-11-2011 00:00,97.95417,unverified data,PrecVal,
02-11-2011 00:00,98.15417,unverified data,PrecVal,
03-11-2011 00:00,98.41042,unverified data,PrecVal,
04-11-2011 00:00,98.66667,unverified data,PrecVal,
05-11-2011 00:00,100.47083,unverified data,PrecVal,
06-11-2011 00:00,102.49375,unverified data,PrecVal,
07-11-2011 00:00,102.30625,unverified data,PrecVal,
08-11-2011 00:00,103.11875,unverified data,PrecVal,
09-11-2011 00:00,100.73542,unverified data,PrecVal,
10-11-2011 00:00,100.57917,unverified data,PrecVal,
11-11-2011 00:00,99.75833,unverified data,PrecVal,
12-11-2011 00:00,99.06042,unverified data,PrecVal,
13-11-2011 00:00,99.56875,unverified data,PrecVal,
14-11-2011 00:00,99.49792,unverified data,PrecVal,
15-11-2011 00:00,99.13958,unverified data,PrecVal,
16-11-2011 00:00,99.05417,unverified data,PrecVal,
17-11-2011 00:00,99.06042,unverified data,PrecVal,
18-11-2011 00:00,99.63958,unverified data,PrecVal,
19-11-2011 00:00,98.78333,unverified data,PrecVal,
20-11-2011 00:00,99.23542,unverified data,PrecVal,
21-11-2011 00:00,98.47917,unverified data,PrecVal,
22-11-2011 00:00,97.68542,unverified data,PrecVal,
23-11-2011 00:00,98.84375,unverified data,PrecVal,
24-11-2011 00:00,99.34792,unverified data,PrecVal,
25-11-2011 00:00,101.125,unverified data,PrecVal,
26-11-2011 00:00,102.71667,unverified data,PrecVal,
27-11-2011 00:00,102.16458,unverified data,PrecVal,
28-11-2011 00:00,99.96458,unverified data,PrecVal,
29-11-2011 00:00,100.22292,unverified data,PrecVal,
30-11-2011 00:00,99.7375,unverified data,PrecVal,
01-12-2011 00:00,99.11875,unverified data,PrecVal,
02-12-2011 00:00,98.5125,unverified data,PrecVal,
03-12-2011 00:00,99.16667,unverified data,PrecVal,
04-12-2011 00:00,98.7625,unverified data,PrecVal,
05-12-2011 00:00,98.48958,unverified data,PrecVal,
06-12-2011 00:00,98.38333,unverified data,PrecVal,
07-12-2011 00:00,99.15208,unverified data,PrecVal,
08-12-2011 00:00,100.12083,unverified data,PrecVal,
09-12-2011 00:00,99.9875,unverified data,PrecVal,
10-12-2011 00:00,101.05,unverified data,PrecVal,
11-12-2011 00:00,101.1875,unverified data,PrecVal,
12-12-2011 00:00,100.06458,unverified data,PrecVal,
13-12-2011 00:00,99.80625,unverified data,PrecVal,
14-12-2011 00:00,99.46875,unverified data,PrecVal,
15-12-2011 00:00,100.175,unverified data,PrecVal,
16-12-2011 00:00,101.03333,unverified data,PrecVal,
17-12-2011 00:00,101.72708,unverified data,PrecVal,
18-12-2011 00:00,100.80833,unverified data,PrecVal,
19-12-2011 00:00,101.13333,unverified data,PrecVal,
20-12-2011 00:00,99.33125,unverified data,PrecVal,
21-12-2011 00:00,99.05417,unverified data,PrecVal,
22-12-2011 00:00,100.375,unverified data,PrecVal,
23-12-2011 00:00,101.06042,unverified data,PrecVal,
24-12-2011 00:00,102.50833,unverified data,PrecVal,
25-12-2011 00:00,101.70625,unverified data,PrecVal,
26-12-2011 00:00,101.19792,unverified data,PrecVal,
27-12-2011 00:00,100.5625,unverified data,PrecVal,
28-12-2011 00:00,98.96667,unverified data,PrecVal,
29-12-2011 00:00,99.70625,unverified data,PrecVal,
30-12-2011 00:00,99.99375,unverified data,PrecVal,
31-12-2011 00:00,99.76458,unverified data,PrecVal,
01-01-2012 00:00,100.27917,unverified data,PrecVal,
02-01-2012 00:00,101.18958,unverified data,PrecVal,
03-01-2012 00:00,99.83958,unverified data,PrecVal,
04-01-2012 00:00,99.45208,unverified data,PrecVal,
05-01-2012 00:00,98.58125,unverified data,PrecVal,
06-01-2012 00:00,97.85833,unverified data,PrecVal,
07-01-2012 00:00,98.12083,unverified data,PrecVal,
08-01-2012 00:00,97.2875,unverified data,PrecVal,
09-01-2012 00:00,97.16042,unverified data,PrecVal,
10-01-2012 00:00,96.70625,unverified data,PrecVal,
11-01-2012 00:00,96.01667,unverified data,PrecVal,
12-01-2012 00:00,96.13958,unverified data,PrecVal,
13-01-2012 00:00,96.65208,unverified data,PrecVal,
14-01-2012 00:00,97.6375,unverified data,PrecVal,
15-01-2012 00:00,98.28333,unverified data,PrecVal,
16-01-2012 00:00,99.66042,unverified data,PrecVal,
17-01-2012 00:00,100.52083,unverified data,PrecVal,
18-01-2012 00:00,100.44792,unverified data,PrecVal,
19-01-2012 00:00,100.88958,unverified data,PrecVal,
20-01-2012 00:00,101.68125,unverified data,PrecVal,
21-01-2012 00:00,102.26875,unverified data,PrecVal,
22-01-2012 00:00,103.09792,unverified data,PrecVal,
23-01-2012 00:00,103.08125,unverified data,PrecVal,
24-01-2012 00:00,101.62083,unverified data,PrecVal,
25-01-2012 00:00,100.65833,unverified data,PrecVal,
26-01-2012 00:00,100.75833,unverified data,PrecVal,
27-01-2012 00:00,99.40833,unverified data,PrecVal,
28-01-2012 00:00,101.23958,unverified data,PrecVal,
29-01-2012 00:00,102.75208,unverified data,PrecVal,
30-01-2012 00:00,102.37083,unverified data,PrecVal,
31-01-2012 00:00,98.45417,unverified data,PrecVal,
01-02-2012 00:00,96.41042,unverified data,PrecVal,
02-02-2012 00:00,96.1875,unverified data,PrecVal,
03-02-2012 00:00,96.32708,unverified data,PrecVal,
04-02-2012 00:00,96.875,unverified data,PrecVal,
05-02-2012 00:00,97.58958,unverified data,PrecVal,
06-02-2012 00:00,97.1,unverified data,PrecVal,
07-02-2012 00:00,96.76667,unverified data,PrecVal,
08-02-2012 00:00,97.58125,unverified data,PrecVal,
09-02-2012 00:00,97.69167,unverified data,PrecVal,
10-02-2012 00:00,97.85,unverified data,PrecVal,
11-02-2012 00:00,97.76667,unverified data,PrecVal,
